"","ST","AREA","CARRIER","PLANNAME","METAL","PREMI27","PREMI50","actively_marketed","AB_CopayInnTier1","AB_CopayInnTier1A","AB_CoinsInnTier1","AB_CoinsInnTier1A","ER_CopayInnTier1","ER_CopayInnTier1A","ER_CoinsInnTier1","ER_CoinsInnTier1A","OM_CopayInnTier1","OM_CopayInnTier1A","OM_CoinsInnTier1","OM_CoinsInnTier1A","SD_CopayInnTier1","SD_CopayInnTier1A","SD_CoinsInnTier1","SD_CoinsInnTier1A","DEHBDedInnTier1IndividualA","MEHBDedInnTier1IndividualA","TEHBDedInnTier1IndividualA","Med_Deductible_Amount"
"135","AR","AR07","QualChoice","Silver Classic Saver 4000","Silver",327.79,558.62,TRUE,0,NA,4,45,0,NA,4,45,0,NA,4,45,0,NA,4,45,NA,NA,4000,4000
"136","AR","AR06","QualChoice","Silver Classic Saver 4000","Silver",366.25,624.16,TRUE,0,NA,4,45,0,NA,4,45,0,NA,4,45,0,NA,4,45,NA,NA,4000,4000
"137","AR","AR04","QualChoice","Silver Classic Saver 4000","Silver",323.67,551.61,TRUE,0,NA,4,45,0,NA,4,45,0,NA,4,45,0,NA,4,45,NA,NA,4000,4000
"138","AR","AR01","QualChoice","Silver Classic Saver 4000","Silver",346.81,591.03,TRUE,0,NA,4,45,0,NA,4,45,0,NA,4,45,0,NA,4,45,NA,NA,4000,4000
"139","AR","AR07","QualChoice","Catastrophic","Catastrophic",188.64,321.49,TRUE,2,0,0,NA,2,0,0,NA,2,0,0,NA,4,0,0,NA,NA,NA,7900,7900
"140","AR","AR03","QualChoice","Catastrophic","Catastrophic",194.95,332.23,TRUE,2,0,0,NA,2,0,0,NA,2,0,0,NA,4,0,0,NA,NA,NA,7900,7900
"141","AR","AR02","QualChoice","Catastrophic","Catastrophic",192.15,327.46,TRUE,2,0,0,NA,2,0,0,NA,2,0,0,NA,4,0,0,NA,NA,NA,7900,7900
"142","AR","AR04","QualChoice","Catastrophic","Catastrophic",186.28,317.45,TRUE,2,0,0,NA,2,0,0,NA,2,0,0,NA,4,0,0,NA,NA,NA,7900,7900
"143","AR","AR03","QualChoice","Gold Classic 2000","Gold",378.69,645.36,TRUE,0,NA,4,30,3,100,0,NA,3,50,0,NA,3,200,0,NA,0,2000,NA,2000
"144","AR","AR07","QualChoice","Gold Classic 2000","Gold",366.44,624.48,TRUE,0,NA,4,30,3,100,0,NA,3,50,0,NA,3,200,0,NA,0,2000,NA,2000
"145","AR","AR01","QualChoice","Gold Classic 2000","Gold",387.7,660.72,TRUE,0,NA,4,30,3,100,0,NA,3,50,0,NA,3,200,0,NA,0,2000,NA,2000
"146","AR","AR04","QualChoice","Gold Classic 2000","Gold",361.84,616.65,TRUE,0,NA,4,30,3,100,0,NA,3,50,0,NA,3,200,0,NA,0,2000,NA,2000
"147","AR","AR05","QualChoice","Gold Classic 2000","Gold",377.59,643.49,TRUE,0,NA,4,30,3,100,0,NA,3,50,0,NA,3,200,0,NA,0,2000,NA,2000
"148","AR","AR02","QualChoice","Gold Classic 2000","Gold",373.25,636.09,TRUE,0,NA,4,30,3,100,0,NA,3,50,0,NA,3,200,0,NA,0,2000,NA,2000
"149","AR","AR06","QualChoice","Gold Classic 2000","Gold",409.43,697.75,TRUE,0,NA,4,30,3,100,0,NA,3,50,0,NA,3,200,0,NA,0,2000,NA,2000
"150","AR","AR05","QualChoice","Bronze Classic Saver 5000","Bronze",286.13,487.63,TRUE,0,NA,4,50,0,NA,4,50,0,NA,4,50,0,NA,4,50,NA,NA,5000,5000
"151","AR","AR01","QualChoice","Bronze Classic Saver 5000","Bronze",293.79,500.68,TRUE,0,NA,4,50,0,NA,4,50,0,NA,4,50,0,NA,4,50,NA,NA,5000,5000
"152","AR","AR02","QualChoice","Bronze Classic Saver 5000","Bronze",282.84,482.02,TRUE,0,NA,4,50,0,NA,4,50,0,NA,4,50,0,NA,4,50,NA,NA,5000,5000
"153","AR","AR07","QualChoice","Bronze Classic Saver 5000","Bronze",277.68,473.22,TRUE,0,NA,4,50,0,NA,4,50,0,NA,4,50,0,NA,4,50,NA,NA,5000,5000
"154","AR","AR06","QualChoice","Bronze Classic Saver 5000","Bronze",310.26,528.75,TRUE,0,NA,4,50,0,NA,4,50,0,NA,4,50,0,NA,4,50,NA,NA,5000,5000
"155","AR","AR04","QualChoice","Bronze Classic Saver 5000","Bronze",274.2,467.28,TRUE,0,NA,4,50,0,NA,4,50,0,NA,4,50,0,NA,4,50,NA,NA,5000,5000
"156","AR","AR03","QualChoice","Bronze Classic Saver 5000","Bronze",286.96,489.04,TRUE,0,NA,4,50,0,NA,4,50,0,NA,4,50,0,NA,4,50,NA,NA,5000,5000
"157","AR","AR01","QualChoice","Silver Classic 6500","Silver",346.81,591.03,TRUE,0,NA,4,50,0,NA,4,50,3,80,0,NA,3,350,0,NA,0,6500,NA,6500
"158","AR","AR02","QualChoice","Silver Classic 6500","Silver",333.88,569,TRUE,0,NA,4,50,0,NA,4,50,3,80,0,NA,3,350,0,NA,0,6500,NA,6500
"159","AR","AR03","QualChoice","Silver Classic 6500","Silver",338.75,577.29,TRUE,0,NA,4,50,0,NA,4,50,3,80,0,NA,3,350,0,NA,0,6500,NA,6500
"160","AR","AR04","QualChoice","Silver Classic 6500","Silver",323.67,551.61,TRUE,0,NA,4,50,0,NA,4,50,3,80,0,NA,3,350,0,NA,0,6500,NA,6500
"161","AR","AR06","Arkansas BlueCross BlueShield","Silver Plan 1","Silver",314.79,536.46,TRUE,0,NA,4,40,4,500,0,NA,3,0,0,NA,0,NA,4,40,600,1850,NA,1850
"162","AR","AR01","Arkansas BlueCross BlueShield","Bronze Plan 1","Bronze",268.55,457.66,TRUE,0,NA,4,50,0,NA,4,50,3,0,0,NA,0,NA,4,50,NA,NA,6600,6600
"163","AR","AR02","Arkansas BlueCross BlueShield","Bronze Plan 1","Bronze",268.55,457.66,TRUE,0,NA,4,50,0,NA,4,50,3,0,0,NA,0,NA,4,50,NA,NA,6600,6600
"164","AR","AR06","Arkansas BlueCross BlueShield","Bronze Plan 1","Bronze",268.55,457.66,TRUE,0,NA,4,50,0,NA,4,50,3,0,0,NA,0,NA,4,50,NA,NA,6600,6600
"165","AR","AR04","Arkansas BlueCross BlueShield","Bronze Plan 1","Bronze",268.55,457.66,TRUE,0,NA,4,50,0,NA,4,50,3,0,0,NA,0,NA,4,50,NA,NA,6600,6600
"166","AR","AR05","Arkansas BlueCross BlueShield","Bronze Plan 1","Bronze",268.55,457.66,TRUE,0,NA,4,50,0,NA,4,50,3,0,0,NA,0,NA,4,50,NA,NA,6600,6600
"167","AR","AR07","Arkansas BlueCross BlueShield","Bronze Plan 1","Bronze",268.55,457.66,TRUE,0,NA,4,50,0,NA,4,50,3,0,0,NA,0,NA,4,50,NA,NA,6600,6600
"168","AR","AR04","Arkansas BlueCross BlueShield","Bronze Plan HSA1","Bronze",262.39,447.16,TRUE,0,NA,4,10,0,NA,4,10,0,NA,4,10,4,225,0,NA,NA,NA,6400,6400
"169","AR","AR02","Arkansas BlueCross BlueShield","Bronze Plan HSA1","Bronze",262.39,447.16,TRUE,0,NA,4,10,0,NA,4,10,0,NA,4,10,4,225,0,NA,NA,NA,6400,6400
"170","AR","AR01","Arkansas BlueCross BlueShield","Silver Plan AWM1","Silver",316.68,539.69,TRUE,4,500,0,NA,4,500,0,NA,4,35,0,NA,4,300,0,NA,650,2650,NA,2650
"171","AR","AR07","Arkansas BlueCross BlueShield","Silver Plan AWM1","Silver",316.68,539.69,TRUE,4,500,0,NA,4,500,0,NA,4,35,0,NA,4,300,0,NA,650,2650,NA,2650
"172","AR","AR03","Arkansas BlueCross BlueShield","Silver Plan 4","Silver",312.35,532.3,TRUE,0,NA,4,40,4,600,0,NA,3,0,0,NA,0,NA,4,40,NA,NA,5250,5250
"173","AR","AR01","Arkansas BlueCross BlueShield","Silver Plan AW1","Silver",316.64,539.62,TRUE,0,NA,4,20,4,300,0,NA,4,30,0,NA,4,220,0,NA,870,3500,NA,3500
"174","AR","AR04","Arkansas BlueCross BlueShield","Silver Plan AW1","Silver",316.64,539.62,TRUE,0,NA,4,20,4,300,0,NA,4,30,0,NA,4,220,0,NA,870,3500,NA,3500
"175","AR","AR06","Arkansas BlueCross BlueShield","Silver Plan AW1","Silver",316.64,539.62,TRUE,0,NA,4,20,4,300,0,NA,4,30,0,NA,4,220,0,NA,870,3500,NA,3500
"176","AR","AR07","Arkansas BlueCross BlueShield","Silver Plan AW1","Silver",316.64,539.62,TRUE,0,NA,4,20,4,300,0,NA,4,30,0,NA,4,220,0,NA,870,3500,NA,3500
"177","AR","AR02","Arkansas BlueCross BlueShield","Silver Plan AW1","Silver",316.64,539.62,TRUE,0,NA,4,20,4,300,0,NA,4,30,0,NA,4,220,0,NA,870,3500,NA,3500
"178","AR","AR05","Arkansas BlueCross BlueShield","Silver Plan AW1","Silver",316.64,539.62,TRUE,0,NA,4,20,4,300,0,NA,4,30,0,NA,4,220,0,NA,870,3500,NA,3500
"179","AR","AR03","Arkansas BlueCross BlueShield","Silver Plan AW1","Silver",316.64,539.62,TRUE,0,NA,4,20,4,300,0,NA,4,30,0,NA,4,220,0,NA,870,3500,NA,3500
"180","AR","AR04","Arkansas BlueCross BlueShield","Silver Plan 2","Silver",312.16,531.98,TRUE,0,NA,4,35,4,600,0,NA,3,0,0,NA,4,350,0,NA,1250,5000,NA,5000
"181","AR","AR06","Arkansas BlueCross BlueShield","Silver Plan 2","Silver",312.16,531.98,TRUE,0,NA,4,35,4,600,0,NA,3,0,0,NA,4,350,0,NA,1250,5000,NA,5000
"182","AR","AR01","Arkansas BlueCross BlueShield","Silver Plan 2","Silver",312.16,531.98,TRUE,0,NA,4,35,4,600,0,NA,3,0,0,NA,4,350,0,NA,1250,5000,NA,5000
"183","AR","AR05","Arkansas BlueCross BlueShield","Silver Plan 2","Silver",312.16,531.98,TRUE,0,NA,4,35,4,600,0,NA,3,0,0,NA,4,350,0,NA,1250,5000,NA,5000
"184","AR","AR02","Arkansas BlueCross BlueShield","Silver Plan 2","Silver",312.16,531.98,TRUE,0,NA,4,35,4,600,0,NA,3,0,0,NA,4,350,0,NA,1250,5000,NA,5000
"185","AR","AR07","Arkansas BlueCross BlueShield","Silver Plan 2","Silver",312.16,531.98,TRUE,0,NA,4,35,4,600,0,NA,3,0,0,NA,4,350,0,NA,1250,5000,NA,5000
"186","AR","AR03","Arkansas BlueCross BlueShield","Silver Plan 2","Silver",312.16,531.98,TRUE,0,NA,4,35,4,600,0,NA,3,0,0,NA,4,350,0,NA,1250,5000,NA,5000
"187","AR","AR03","Arkansas BlueCross BlueShield","Silver Plan 1","Silver",314.79,536.46,TRUE,0,NA,4,40,4,500,0,NA,3,0,0,NA,0,NA,4,40,600,1850,NA,1850
"188","AR","AR04","Arkansas BlueCross BlueShield","Silver Plan 1","Silver",314.79,536.46,TRUE,0,NA,4,40,4,500,0,NA,3,0,0,NA,0,NA,4,40,600,1850,NA,1850
"189","AR","AR02","Arkansas BlueCross BlueShield","Silver Plan 1","Silver",314.79,536.46,TRUE,0,NA,4,40,4,500,0,NA,3,0,0,NA,0,NA,4,40,600,1850,NA,1850
"190","AR","AR03","Arkansas BlueCross BlueShield","Bronze Plan 1","Bronze",268.55,457.66,TRUE,0,NA,4,50,0,NA,4,50,3,0,0,NA,0,NA,4,50,NA,NA,6600,6600
"191","AR","AR01","Arkansas BlueCross BlueShield","Silver Plan 1","Silver",314.79,536.46,TRUE,0,NA,4,40,4,500,0,NA,3,0,0,NA,0,NA,4,40,600,1850,NA,1850
"192","AR","AR07","Arkansas BlueCross BlueShield","Silver Plan 1","Silver",314.79,536.46,TRUE,0,NA,4,40,4,500,0,NA,3,0,0,NA,0,NA,4,40,600,1850,NA,1850
"193","AR","AR05","Arkansas BlueCross BlueShield","Silver Plan 1","Silver",314.79,536.46,TRUE,0,NA,4,40,4,500,0,NA,3,0,0,NA,0,NA,4,40,600,1850,NA,1850
"194","AR","AR05","Arkansas BlueCross BlueShield","Bronze Plan HSA1","Bronze",262.39,447.16,TRUE,0,NA,4,10,0,NA,4,10,0,NA,4,10,4,225,0,NA,NA,NA,6400,6400
"195","AR","AR06","Arkansas BlueCross BlueShield","Bronze Plan HSA1","Bronze",262.39,447.16,TRUE,0,NA,4,10,0,NA,4,10,0,NA,4,10,4,225,0,NA,NA,NA,6400,6400
"196","AR","AR07","Arkansas BlueCross BlueShield","Bronze Plan HSA1","Bronze",262.39,447.16,TRUE,0,NA,4,10,0,NA,4,10,0,NA,4,10,4,225,0,NA,NA,NA,6400,6400
"197","AR","AR03","Arkansas BlueCross BlueShield","Bronze Plan HSA1","Bronze",262.39,447.16,TRUE,0,NA,4,10,0,NA,4,10,0,NA,4,10,4,225,0,NA,NA,NA,6400,6400
"198","AR","AR01","Arkansas BlueCross BlueShield","Bronze Plan HSA1","Bronze",262.39,447.16,TRUE,0,NA,4,10,0,NA,4,10,0,NA,4,10,4,225,0,NA,NA,NA,6400,6400
"199","AR","AR02","Arkansas BlueCross BlueShield","Silver Plan AWM1","Silver",316.68,539.69,TRUE,4,500,0,NA,4,500,0,NA,4,35,0,NA,4,300,0,NA,650,2650,NA,2650
"200","AR","AR04","Arkansas BlueCross BlueShield","Silver Plan AWM1","Silver",316.68,539.69,TRUE,4,500,0,NA,4,500,0,NA,4,35,0,NA,4,300,0,NA,650,2650,NA,2650
"201","AR","AR06","Arkansas BlueCross BlueShield","Silver Plan AWM1","Silver",316.68,539.69,TRUE,4,500,0,NA,4,500,0,NA,4,35,0,NA,4,300,0,NA,650,2650,NA,2650
"202","AR","AR03","Arkansas BlueCross BlueShield","Silver Plan AWM1","Silver",316.68,539.69,TRUE,4,500,0,NA,4,500,0,NA,4,35,0,NA,4,300,0,NA,650,2650,NA,2650
"203","AR","AR05","Arkansas BlueCross BlueShield","Silver Plan AWM1","Silver",316.68,539.69,TRUE,4,500,0,NA,4,500,0,NA,4,35,0,NA,4,300,0,NA,650,2650,NA,2650
"204","AR","AR04","Arkansas BlueCross BlueShield","Silver Plan HSA1","Silver",325.59,554.87,TRUE,0,NA,4,20,0,NA,4,20,0,NA,4,20,0,NA,4,30,NA,NA,3600,3600
"205","AR","AR06","Arkansas BlueCross BlueShield","Silver Plan HSA1","Silver",325.59,554.87,TRUE,0,NA,4,20,0,NA,4,20,0,NA,4,20,0,NA,4,30,NA,NA,3600,3600
"206","AR","AR01","Arkansas BlueCross BlueShield","Silver Plan HSA1","Silver",325.59,554.87,TRUE,0,NA,4,20,0,NA,4,20,0,NA,4,20,0,NA,4,30,NA,NA,3600,3600
"207","AR","AR07","Arkansas BlueCross BlueShield","Silver Plan HSA1","Silver",325.59,554.87,TRUE,0,NA,4,20,0,NA,4,20,0,NA,4,20,0,NA,4,30,NA,NA,3600,3600
"208","AR","AR05","Arkansas BlueCross BlueShield","Silver Plan HSA1","Silver",325.59,554.87,TRUE,0,NA,4,20,0,NA,4,20,0,NA,4,20,0,NA,4,30,NA,NA,3600,3600
"209","AR","AR03","Arkansas BlueCross BlueShield","Silver Plan HSA1","Silver",325.59,554.87,TRUE,0,NA,4,20,0,NA,4,20,0,NA,4,20,0,NA,4,30,NA,NA,3600,3600
"210","AR","AR06","Arkansas BlueCross BlueShield","Silver Plan 4","Silver",312.35,532.3,TRUE,0,NA,4,40,4,600,0,NA,3,0,0,NA,0,NA,4,40,NA,NA,5250,5250
"211","AR","AR05","Arkansas BlueCross BlueShield","Silver Plan 4","Silver",312.35,532.3,TRUE,0,NA,4,40,4,600,0,NA,3,0,0,NA,0,NA,4,40,NA,NA,5250,5250
"212","AR","AR01","Arkansas BlueCross BlueShield","Silver Plan 4","Silver",312.35,532.3,TRUE,0,NA,4,40,4,600,0,NA,3,0,0,NA,0,NA,4,40,NA,NA,5250,5250
"213","AR","AR04","Arkansas BlueCross BlueShield","Silver Plan 4","Silver",312.35,532.3,TRUE,0,NA,4,40,4,600,0,NA,3,0,0,NA,0,NA,4,40,NA,NA,5250,5250
"214","AR","AR02","Arkansas BlueCross BlueShield","Silver Plan 4","Silver",312.35,532.3,TRUE,0,NA,4,40,4,600,0,NA,3,0,0,NA,0,NA,4,40,NA,NA,5250,5250
"215","AR","AR07","Arkansas BlueCross BlueShield","Silver Plan 4","Silver",312.35,532.3,TRUE,0,NA,4,40,4,600,0,NA,3,0,0,NA,0,NA,4,40,NA,NA,5250,5250
"216","AR","AR02","Arkansas BlueCross BlueShield","Gold Plan HSA M1","Gold",412.09,702.29,TRUE,2,0,0,NA,2,0,0,NA,2,0,0,NA,2,0,0,NA,NA,NA,3000,3000
"217","AR","AR03","Arkansas BlueCross BlueShield","Gold Plan HSA M1","Gold",412.09,702.29,TRUE,2,0,0,NA,2,0,0,NA,2,0,0,NA,2,0,0,NA,NA,NA,3000,3000
"218","AR","AR01","Arkansas BlueCross BlueShield","Gold Plan HSA M1","Gold",412.09,702.29,TRUE,2,0,0,NA,2,0,0,NA,2,0,0,NA,2,0,0,NA,NA,NA,3000,3000
"219","AR","AR05","Arkansas BlueCross BlueShield","Gold Plan HSA M1","Gold",412.09,702.29,TRUE,2,0,0,NA,2,0,0,NA,2,0,0,NA,2,0,0,NA,NA,NA,3000,3000
"220","AR","AR06","Arkansas BlueCross BlueShield","Gold Plan HSA M1","Gold",412.09,702.29,TRUE,2,0,0,NA,2,0,0,NA,2,0,0,NA,2,0,0,NA,NA,NA,3000,3000
"221","AR","AR04","Arkansas BlueCross BlueShield","Gold Plan HSA M1","Gold",412.09,702.29,TRUE,2,0,0,NA,2,0,0,NA,2,0,0,NA,2,0,0,NA,NA,NA,3000,3000
"222","AR","AR07","Arkansas BlueCross BlueShield","Gold Plan HSA M1","Gold",412.09,702.29,TRUE,2,0,0,NA,2,0,0,NA,2,0,0,NA,2,0,0,NA,NA,NA,3000,3000
"223","AR","AR02","Arkansas BlueCross BlueShield","Silver Plan HSA1","Silver",325.59,554.87,TRUE,0,NA,4,20,0,NA,4,20,0,NA,4,20,0,NA,4,30,NA,NA,3600,3600
"224","AR","AR01","Ambetter","Ambetter Balanced Care 4 (2019)","Silver",318.35,542.53,TRUE,2,0,0,NA,2,0,0,NA,3,30,0,NA,2,0,0,NA,NA,NA,7050,7050
"225","AR","AR02","Ambetter","Ambetter Balanced Care 4 (2019)","Silver",316.44,539.28,TRUE,2,0,0,NA,2,0,0,NA,3,30,0,NA,2,0,0,NA,NA,NA,7050,7050
"226","AR","AR06","Ambetter","Ambetter Balanced Care 4 (2019)","Silver",331.39,564.75,TRUE,2,0,0,NA,2,0,0,NA,3,30,0,NA,2,0,0,NA,NA,NA,7050,7050
"227","AR","AR04","Ambetter","Ambetter Balanced Care 4 (2019)","Silver",316.12,538.74,TRUE,2,0,0,NA,2,0,0,NA,3,30,0,NA,2,0,0,NA,NA,NA,7050,7050
"228","AR","AR04","Ambetter","Ambetter Balanced Care 6 (2019) + Vision + Adult Dental","Silver",337.45,575.08,TRUE,0,NA,4,30,3,600,0,NA,3,30,0,NA,0,NA,4,30,NA,NA,3000,3000
"229","AR","AR02","Ambetter","Ambetter Balanced Care 6 (2019) + Vision + Adult Dental","Silver",337.79,575.66,TRUE,0,NA,4,30,3,600,0,NA,3,30,0,NA,0,NA,4,30,NA,NA,3000,3000
"230","AR","AR05","Ambetter","Ambetter Balanced Care 6 (2019) + Vision + Adult Dental","Silver",343.56,585.49,TRUE,0,NA,4,30,3,600,0,NA,3,30,0,NA,0,NA,4,30,NA,NA,3000,3000
"231","AR","AR07","Ambetter","Ambetter Balanced Care 6 (2019) + Vision + Adult Dental","Silver",340.16,579.71,TRUE,0,NA,4,30,3,600,0,NA,3,30,0,NA,0,NA,4,30,NA,NA,3000,3000
"232","AR","AR05","Ambetter","Ambetter Balanced Care 11 (2019)","Silver",300.67,512.41,TRUE,0,NA,4,40,0,NA,4,40,3,30,0,NA,0,NA,4,40,NA,NA,6000,6000
"233","AR","AR02","Ambetter","Ambetter Balanced Care 11 (2019)","Silver",295.62,503.8,TRUE,0,NA,4,40,0,NA,4,40,3,30,0,NA,0,NA,4,40,NA,NA,6000,6000
"234","AR","AR04","Ambetter","Ambetter Balanced Care 11 (2019)","Silver",295.32,503.29,TRUE,0,NA,4,40,0,NA,4,40,3,30,0,NA,0,NA,4,40,NA,NA,6000,6000
"235","AR","AR07","Ambetter","Ambetter Balanced Care 11 (2019)","Silver",297.7,507.34,TRUE,0,NA,4,40,0,NA,4,40,3,30,0,NA,0,NA,4,40,NA,NA,6000,6000
"236","AR","AR06","Ambetter","Ambetter Secure Care 2 (2019) with 3 Free PCP Visits","Gold",400.15,681.93,TRUE,0,NA,4,20,4,250,0,NA,0,NA,4,20,0,NA,4,30,500,1000,NA,1000
"237","AR","AR01","Ambetter","Ambetter Secure Care 2 (2019) with 3 Free PCP Visits","Gold",384.4,655.1,TRUE,0,NA,4,20,4,250,0,NA,0,NA,4,20,0,NA,4,30,500,1000,NA,1000
"238","AR","AR03","Ambetter","Ambetter Secure Care 2 (2019) with 3 Free PCP Visits","Gold",375.57,640.05,TRUE,0,NA,4,20,4,250,0,NA,0,NA,4,20,0,NA,4,30,500,1000,NA,1000
"239","AR","AR04","Ambetter","Ambetter Secure Care 2 (2019) with 3 Free PCP Visits","Gold",381.71,650.52,TRUE,0,NA,4,20,4,250,0,NA,0,NA,4,20,0,NA,4,30,500,1000,NA,1000
"240","AR","AR07","Ambetter","Ambetter Secure Care 2 (2019) with 3 Free PCP Visits","Gold",384.79,655.75,TRUE,0,NA,4,20,4,250,0,NA,0,NA,4,20,0,NA,4,30,500,1000,NA,1000
"241","AR","AR02","Ambetter","Ambetter Essential Care 6 (2019)","Bronze",270.64,461.22,TRUE,0,NA,4,40,0,NA,4,40,0,NA,4,40,0,NA,4,30,500,5650,NA,5650
"242","AR","AR01","Ambetter","Ambetter Essential Care 6 (2019)","Bronze",272.27,464.01,TRUE,0,NA,4,40,0,NA,4,40,0,NA,4,40,0,NA,4,30,500,5650,NA,5650
"243","AR","AR07","Ambetter","Ambetter Balanced Care 4 (2019)","Silver",318.67,543.07,TRUE,2,0,0,NA,2,0,0,NA,3,30,0,NA,2,0,0,NA,NA,NA,7050,7050
"244","AR","AR05","Ambetter","Ambetter Balanced Care 4 (2019)","Silver",321.85,548.49,TRUE,2,0,0,NA,2,0,0,NA,3,30,0,NA,2,0,0,NA,NA,NA,7050,7050
"245","AR","AR03","Ambetter","Ambetter Balanced Care 4 (2019)","Silver",311.03,530.06,TRUE,2,0,0,NA,2,0,0,NA,3,30,0,NA,2,0,0,NA,NA,NA,7050,7050
"246","AR","AR06","Ambetter","Ambetter Balanced Care 6 (2019) + Vision + Adult Dental","Silver",353.74,602.85,TRUE,0,NA,4,30,3,600,0,NA,3,30,0,NA,0,NA,4,30,NA,NA,3000,3000
"247","AR","AR01","Ambetter","Ambetter Balanced Care 6 (2019) + Vision + Adult Dental","Silver",339.82,579.13,TRUE,0,NA,4,30,3,600,0,NA,3,30,0,NA,0,NA,4,30,NA,NA,3000,3000
"248","AR","AR03","Ambetter","Ambetter Balanced Care 6 (2019) + Vision + Adult Dental","Silver",332.02,565.82,TRUE,0,NA,4,30,3,600,0,NA,3,30,0,NA,0,NA,4,30,NA,NA,3000,3000
"249","AR","AR05","Ambetter","Ambetter Balanced Care 6 (2019)","Silver",319.57,544.6,TRUE,0,NA,4,30,3,600,0,NA,3,30,0,NA,0,NA,4,30,NA,NA,3000,3000
"250","AR","AR06","Ambetter","Ambetter Balanced Care 6 (2019)","Silver",329.04,560.75,TRUE,0,NA,4,30,3,600,0,NA,3,30,0,NA,0,NA,4,30,NA,NA,3000,3000
"251","AR","AR02","Ambetter","Ambetter Balanced Care 6 (2019)","Silver",314.2,535.46,TRUE,0,NA,4,30,3,600,0,NA,3,30,0,NA,0,NA,4,30,NA,NA,3000,3000
"252","AR","AR01","Ambetter","Ambetter Balanced Care 6 (2019)","Silver",316.09,538.69,TRUE,0,NA,4,30,3,600,0,NA,3,30,0,NA,0,NA,4,30,NA,NA,3000,3000
"253","AR","AR04","Ambetter","Ambetter Balanced Care 6 (2019)","Silver",313.88,534.92,TRUE,0,NA,4,30,3,600,0,NA,3,30,0,NA,0,NA,4,30,NA,NA,3000,3000
"254","AR","AR03","Ambetter","Ambetter Balanced Care 6 (2019)","Silver",308.83,526.31,TRUE,0,NA,4,30,3,600,0,NA,3,30,0,NA,0,NA,4,30,NA,NA,3000,3000
"255","AR","AR04","Ambetter","Ambetter Balanced Care 7 (2019) + Vision + Adult Dental","Silver",343.98,586.22,TRUE,0,NA,4,20,4,250,0,NA,3,50,0,NA,4,250,0,NA,1000,5100,NA,5100
"256","AR","AR06","Ambetter","Ambetter Balanced Care 7 (2019) + Vision + Adult Dental","Silver",360.59,614.52,TRUE,0,NA,4,20,4,250,0,NA,3,50,0,NA,4,250,0,NA,1000,5100,NA,5100
"257","AR","AR03","Ambetter","Ambetter Balanced Care 7 (2019) + Vision + Adult Dental","Silver",338.45,576.78,TRUE,0,NA,4,20,4,250,0,NA,3,50,0,NA,4,250,0,NA,1000,5100,NA,5100
"258","AR","AR07","Ambetter","Ambetter Balanced Care 7 (2019) + Vision + Adult Dental","Silver",346.75,590.93,TRUE,0,NA,4,20,4,250,0,NA,3,50,0,NA,4,250,0,NA,1000,5100,NA,5100
"259","AR","AR05","Ambetter","Ambetter Balanced Care 7 (2019) + Vision + Adult Dental","Silver",350.21,596.83,TRUE,0,NA,4,20,4,250,0,NA,3,50,0,NA,4,250,0,NA,1000,5100,NA,5100
"260","AR","AR02","Ambetter","Ambetter Balanced Care 7 (2019) + Vision + Adult Dental","Silver",344.33,586.81,TRUE,0,NA,4,20,4,250,0,NA,3,50,0,NA,4,250,0,NA,1000,5100,NA,5100
"261","AR","AR01","Ambetter","Ambetter Balanced Care 7 (2019) + Vision + Adult Dental","Silver",346.41,590.34,TRUE,0,NA,4,20,4,250,0,NA,3,50,0,NA,4,250,0,NA,1000,5100,NA,5100
"262","AR","AR07","Ambetter","Ambetter Balanced Care 6 (2019)","Silver",316.41,539.22,TRUE,0,NA,4,30,3,600,0,NA,3,30,0,NA,0,NA,4,30,NA,NA,3000,3000
"263","AR","AR03","Ambetter","Ambetter Balanced Care 7 (2019)","Silver",314.81,536.5,TRUE,0,NA,4,20,4,250,0,NA,3,50,0,NA,4,250,0,NA,1000,5100,NA,5100
"264","AR","AR02","Ambetter","Ambetter Balanced Care 7 (2019)","Silver",320.28,545.83,TRUE,0,NA,4,20,4,250,0,NA,3,50,0,NA,4,250,0,NA,1000,5100,NA,5100
"265","AR","AR06","Ambetter","Ambetter Balanced Care 7 (2019)","Silver",335.41,571.61,TRUE,0,NA,4,20,4,250,0,NA,3,50,0,NA,4,250,0,NA,1000,5100,NA,5100
"266","AR","AR04","Ambetter","Ambetter Balanced Care 7 (2019)","Silver",319.96,545.28,TRUE,0,NA,4,20,4,250,0,NA,3,50,0,NA,4,250,0,NA,1000,5100,NA,5100
"267","AR","AR01","Ambetter","Ambetter Balanced Care 7 (2019)","Silver",322.22,549.12,TRUE,0,NA,4,20,4,250,0,NA,3,50,0,NA,4,250,0,NA,1000,5100,NA,5100
"268","AR","AR05","Ambetter","Ambetter Balanced Care 7 (2019)","Silver",325.76,555.15,TRUE,0,NA,4,20,4,250,0,NA,3,50,0,NA,4,250,0,NA,1000,5100,NA,5100
"269","AR","AR01","Ambetter","Ambetter Balanced Care 11 (2019)","Silver",297.4,506.84,TRUE,0,NA,4,40,0,NA,4,40,3,30,0,NA,0,NA,4,40,NA,NA,6000,6000
"270","AR","AR06","Ambetter","Ambetter Balanced Care 11 (2019)","Silver",309.59,527.6,TRUE,0,NA,4,40,0,NA,4,40,3,30,0,NA,0,NA,4,40,NA,NA,6000,6000
